file_name,speaker_id,speaker_group,speaker_gender,word,transcription,emotion,label,audio_path,duration_seconds
OAF_base_ps.wav,OAF,older_adult_female,female,base,Say the word base.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_base_ps.wav,2.1643125
OAF_base_sad.wav,OAF,older_adult_female,female,base,Say the word base.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_base_sad.wav,2.569625
OAF_bath_angry.wav,OAF,older_adult_female,female,bath,Say the word bath.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_angry.wav,1.606875
OAF_bath_disgust.wav,OAF,older_adult_female,female,bath,Say the word bath.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_disgust.wav,2.314
OAF_bath_fear.wav,OAF,older_adult_female,female,bath,Say the word bath.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_fear.wav,1.7751875
OAF_bath_happy.wav,OAF,older_adult_female,female,bath,Say the word bath.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_happy.wav,2.0350625
OAF_bath_neutral.wav,OAF,older_adult_female,female,bath,Say the word bath.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_neutral.wav,2.1648125
OAF_bath_ps.wav,OAF,older_adult_female,female,bath,Say the word bath.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_ps.wav,2.075125
OAF_bath_sad.wav,OAF,older_adult_female,female,bath,Say the word bath.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bath_sad.wav,2.5841875
OAF_bean_angry.wav,OAF,older_adult_female,female,bean,Say the word bean.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_angry.wav,1.3951875
OAF_bean_disgust.wav,OAF,older_adult_female,female,bean,Say the word bean.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_disgust.wav,2.346375
OAF_bean_fear.wav,OAF,older_adult_female,female,bean,Say the word bean.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_fear.wav,1.6051875
OAF_bean_happy.wav,OAF,older_adult_female,female,bean,Say the word bean.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_happy.wav,1.8741875
OAF_bean_neutral.wav,OAF,older_adult_female,female,bean,Say the word bean.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_neutral.wav,2.076625
OAF_bean_ps.wav,OAF,older_adult_female,female,bean,Say the word bean.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_ps.wav,1.8109375
OAF_bean_sad.wav,OAF,older_adult_female,female,bean,Say the word bean.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bean_sad.wav,2.42875
OAF_beg_angry.wav,OAF,older_adult_female,female,beg,Say the word beg.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_angry.wav,1.5461875
OAF_beg_disgust.wav,OAF,older_adult_female,female,beg,Say the word beg.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_disgust.wav,2.39
OAF_beg_fear.wav,OAF,older_adult_female,female,beg,Say the word beg.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_fear.wav,1.6635625
OAF_beg_happy.wav,OAF,older_adult_female,female,beg,Say the word beg.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_happy.wav,2.0116875
OAF_beg_neutral.wav,OAF,older_adult_female,female,beg,Say the word beg.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_neutral.wav,1.9724375
OAF_beg_ps.wav,OAF,older_adult_female,female,beg,Say the word beg.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_ps.wav,2.061125
OAF_beg_sad.wav,OAF,older_adult_female,female,beg,Say the word beg.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_beg_sad.wav,2.4241875
OAF_bite_angry.wav,OAF,older_adult_female,female,bite,Say the word bite.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_angry.wav,1.430625
OAF_bite_disgust.wav,OAF,older_adult_female,female,bite,Say the word bite.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_disgust.wav,2.3955625
OAF_bite_fear.wav,OAF,older_adult_female,female,bite,Say the word bite.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_fear.wav,1.3083125
OAF_bite_happy.wav,OAF,older_adult_female,female,bite,Say the word bite.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_happy.wav,1.742375
OAF_bite_ps.wav,OAF,older_adult_female,female,bite,Say the word bite.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_ps.wav,1.676625
OAF_bite_sad.wav,OAF,older_adult_female,female,bite,Say the word bite.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bite_sad.wav,2.7779375
OAF_boat_angry.wav,OAF,older_adult_female,female,boat,Say the word boat.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_angry.wav,1.326625
OAF_boat_disgust.wav,OAF,older_adult_female,female,boat,Say the word boat.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_disgust.wav,2.205375
OAF_boat_fear.wav,OAF,older_adult_female,female,boat,Say the word boat.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_fear.wav,1.515
OAF_boat_happy.wav,OAF,older_adult_female,female,boat,Say the word boat.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_happy.wav,1.631
OAF_boat_neutral.wav,OAF,older_adult_female,female,boat,Say the word boat.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_neutral.wav,1.9374375
OAF_boat_ps.wav,OAF,older_adult_female,female,boat,Say the word boat.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_ps.wav,1.8656875
OAF_boat_sad.wav,OAF,older_adult_female,female,boat,Say the word boat.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_boat_sad.wav,2.5454375
OAF_bone_angry.wav,OAF,older_adult_female,female,bone,Say the word bone.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_angry.wav,1.6655
OAF_bone_disgust.wav,OAF,older_adult_female,female,bone,Say the word bone.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_disgust.wav,2.2149375
OAF_bone_fear.wav,OAF,older_adult_female,female,bone,Say the word bone.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_fear.wav,1.3869375
OAF_bone_happy.wav,OAF,older_adult_female,female,bone,Say the word bone.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_happy.wav,2.089375
OAF_bone_neutral.wav,OAF,older_adult_female,female,bone,Say the word bone.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_neutral.wav,2.024625
OAF_bone_ps.wav,OAF,older_adult_female,female,bone,Say the word bone.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_ps.wav,2.065
OAF_bone_sad.wav,OAF,older_adult_female,female,bone,Say the word bone.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bone_sad.wav,2.4645625
OAF_book_angry.wav,OAF,older_adult_female,female,book,Say the word book.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_angry.wav,1.530125
OAF_book_disgust.wav,OAF,older_adult_female,female,book,Say the word book.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_disgust.wav,2.134
OAF_book_fear.wav,OAF,older_adult_female,female,book,Say the word book.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_fear.wav,1.448125
OAF_book_happy.wav,OAF,older_adult_female,female,book,Say the word book.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_happy.wav,1.897625
OAF_book_neutral.wav,OAF,older_adult_female,female,book,Say the word book.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_neutral.wav,1.733125
OAF_book_ps.wav,OAF,older_adult_female,female,book,Say the word book.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_ps.wav,1.774875
OAF_book_sad.wav,OAF,older_adult_female,female,book,Say the word book.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_book_sad.wav,2.515375
OAF_bought_angry.wav,OAF,older_adult_female,female,bought,Say the word bought.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_angry.wav,1.4338125
OAF_bought_disgust.wav,OAF,older_adult_female,female,bought,Say the word bought.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_disgust.wav,2.3998125
OAF_bought_fear.wav,OAF,older_adult_female,female,bought,Say the word bought.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_fear.wav,1.4033125
OAF_bought_happy.wav,OAF,older_adult_female,female,bought,Say the word bought.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_happy.wav,1.7949375
OAF_bought_neutral.wav,OAF,older_adult_female,female,bought,Say the word bought.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_neutral.wav,1.9521875
OAF_bought_ps.wav,OAF,older_adult_female,female,bought,Say the word bought.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_ps.wav,2.06075
OAF_bought_sad.wav,OAF,older_adult_female,female,bought,Say the word bought.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_bought_sad.wav,2.52875
OAF_burn_angry.wav,OAF,older_adult_female,female,burn,Say the word burn.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_angry.wav,1.686625
OAF_burn_disgust.wav,OAF,older_adult_female,female,burn,Say the word burn.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_disgust.wav,2.2045625
OAF_burn_fear.wav,OAF,older_adult_female,female,burn,Say the word burn.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_fear.wav,1.4535625
OAF_burn_happy.wav,OAF,older_adult_female,female,burn,Say the word burn.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_happy.wav,1.8984375
OAF_burn_neutral.wav,OAF,older_adult_female,female,burn,Say the word burn.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_neutral.wav,2.1303125
OAF_burn_ps.wav,OAF,older_adult_female,female,burn,Say the word burn.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_ps.wav,1.783375
OAF_burn_sad.wav,OAF,older_adult_female,female,burn,Say the word burn.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_burn_sad.wav,2.215125
OAF_cab_angry.wav,OAF,older_adult_female,female,cab,Say the word cab.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_angry.wav,1.4570625
OAF_cab_disgust.wav,OAF,older_adult_female,female,cab,Say the word cab.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_disgust.wav,2.437875
OAF_cab_fear.wav,OAF,older_adult_female,female,cab,Say the word cab.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_fear.wav,1.6578125
OAF_cab_happy.wav,OAF,older_adult_female,female,cab,Say the word cab.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_happy.wav,1.9985625
OAF_cab_neutral.wav,OAF,older_adult_female,female,cab,Say the word cab.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_neutral.wav,1.907
OAF_cab_ps.wav,OAF,older_adult_female,female,cab,Say the word cab.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_ps.wav,1.894125
OAF_cab_sad.wav,OAF,older_adult_female,female,cab,Say the word cab.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cab_sad.wav,2.32875
OAF_calm_angry.wav,OAF,older_adult_female,female,calm,Say the word calm.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_angry.wav,1.4909375
OAF_calm_disgust.wav,OAF,older_adult_female,female,calm,Say the word calm.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_disgust.wav,2.44975
OAF_calm_fear.wav,OAF,older_adult_female,female,calm,Say the word calm.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_fear.wav,1.4580625
OAF_calm_happy.wav,OAF,older_adult_female,female,calm,Say the word calm.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_happy.wav,2.0378125
OAF_calm_neutral.wav,OAF,older_adult_female,female,calm,Say the word calm.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_neutral.wav,1.8498125
OAF_calm_ps.wav,OAF,older_adult_female,female,calm,Say the word calm.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_ps.wav,2.2319375
OAF_calm_sad.wav,OAF,older_adult_female,female,calm,Say the word calm.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_calm_sad.wav,2.5631875
OAF_came_angry.wav,OAF,older_adult_female,female,came,Say the word came.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_angry.wav,1.63475
OAF_came_disgust.wav,OAF,older_adult_female,female,came,Say the word came.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_disgust.wav,2.294875
OAF_came_fear.wav,OAF,older_adult_female,female,came,Say the word came.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_fear.wav,1.5735
OAF_came_happy.wav,OAF,older_adult_female,female,came,Say the word came.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_happy.wav,2.049375
OAF_came_neutral.wav,OAF,older_adult_female,female,came,Say the word came.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_neutral.wav,2.104625
OAF_came_ps.wav,OAF,older_adult_female,female,came,Say the word came.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_ps.wav,2.1646875
OAF_came_sad.wav,OAF,older_adult_female,female,came,Say the word came.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_came_sad.wav,2.488125
OAF_cause_angry.wav,OAF,older_adult_female,female,cause,Say the word cause.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_angry.wav,1.695875
OAF_cause_disgust.wav,OAF,older_adult_female,female,cause,Say the word cause.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_disgust.wav,2.5179375
OAF_cause_fear.wav,OAF,older_adult_female,female,cause,Say the word cause.,fear,2,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_fear.wav,1.6945
OAF_cause_happy.wav,OAF,older_adult_female,female,cause,Say the word cause.,happy,3,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_happy.wav,2.1513125
OAF_cause_neutral.wav,OAF,older_adult_female,female,cause,Say the word cause.,neutral,4,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_neutral.wav,2.0163125
OAF_cause_ps.wav,OAF,older_adult_female,female,cause,Say the word cause.,pleasant_surprise,5,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_ps.wav,1.95775
OAF_cause_sad.wav,OAF,older_adult_female,female,cause,Say the word cause.,sad,6,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_cause_sad.wav,2.46875
OAF_chain_angry.wav,OAF,older_adult_female,female,chain,Say the word chain.,angry,0,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_chain_angry.wav,1.6010625
OAF_chain_disgust.wav,OAF,older_adult_female,female,chain,Say the word chain.,disgust,1,/Users/luigi/Documents/MSc-PoliTO/II_anno/XAI/progetto/explainable-models-for-speech-analysis/data/raw/tess/audio/OAF_chain_disgust.wav,2.3499375
